DateTime,Junction,Traffic_Volume,Temperature,Humidity,Rainfall_mm,Holiday_Event,Hour,DayOfWeek,Month,Is_Weekend,traffic_level
2022-01-05 09:00:00,Howrah Bridge,266,21.4,79.8,0.0,0,9,2,1,0,High
2022-01-05 10:00:00,Howrah Bridge,259,18.5,77.3,0.2,0,10,2,1,0,High
2022-01-05 11:00:00,New Town,264,16.0,78.6,0.2,0,11,2,1,0,High
2022-01-05 12:00:00,Howrah Bridge,234,20.1,86.9,0.0,0,12,2,1,0,High
2022-01-05 13:00:00,Salt Lake,234,20.7,68.4,0.2,0,13,2,1,0,High
2022-01-05 14:00:00,New Town,198,19.1,73.8,0.0,0,14,2,1,0,Medium
2022-01-05 15:00:00,Salt Lake,220,21.1,76.4,0.0,0,15,2,1,0,Medium
2022-01-05 16:00:00,New Town,192,21.9,74.6,0.0,0,16,2,1,0,Medium
2022-01-05 17:00:00,Howrah Bridge,185,22.2,87.5,0.0,0,17,2,1,0,Medium
2022-01-05 18:00:00,Salt Lake,154,16.1,86.3,0.0,0,18,2,1,0,Low
2022-01-05 19:00:00,New Town,187,18.2,83.0,0.0,0,19,2,1,0,Medium
2022-01-05 20:00:00,Park Street,169,20.3,76.8,0.0,0,20,2,1,0,Low
2022-01-05 21:00:00,Howrah Bridge,181,22.0,86.7,0.0,0,21,2,1,0,Medium
2022-01-05 22:00:00,New Town,188,21.8,72.1,0.2,0,22,2,1,0,Medium
2022-01-05 23:00:00,Park Street,195,21.8,90.7,0.0,0,23,2,1,0,Medium
2022-01-06 00:00:00,New Town,256,20.3,76.6,0.0,0,0,3,1,0,High
2022-01-06 01:00:00,Park Street,253,20.4,78.7,0.5,0,1,3,1,0,High
2022-01-06 02:00:00,Howrah Bridge,276,19.6,77.9,0.5,0,2,3,1,0,High
2022-01-06 03:00:00,Salt Lake,224,22.6,74.6,0.5,0,3,3,1,0,High
2022-01-06 04:00:00,Park Street,258,19.2,89.6,0.0,0,4,3,1,0,High
2022-01-06 05:00:00,New Town,235,22.7,83.9,0.0,0,5,3,1,0,High
2022-01-06 06:00:00,Howrah Bridge,249,21.4,86.1,0.0,0,6,3,1,0,High
2022-01-06 07:00:00,Park Street,243,20.9,73.9,0.0,0,7,3,1,0,High
2022-01-06 08:00:00,New Town,281,19.7,80.9,0.0,0,8,3,1,0,High
2022-01-06 09:00:00,New Town,240,18.3,82.6,0.0,0,9,3,1,0,High
2022-01-06 10:00:00,New Town,259,19.7,81.4,5.0,0,10,3,1,0,High
2022-01-06 11:00:00,Park Street,238,20.4,74.2,0.0,0,11,3,1,0,High
2022-01-06 12:00:00,Park Street,259,16.3,85.4,0.0,0,12,3,1,0,High
2022-01-06 13:00:00,Park Street,170,20.6,80.6,0.0,0,13,3,1,0,Low
2022-01-06 14:00:00,Salt Lake,213,22.9,75.2,0.2,0,14,3,1,0,Medium
2022-01-06 15:00:00,Park Street,201,22.2,70.7,0.0,0,15,3,1,0,Medium
2022-01-06 16:00:00,Park Street,150,20.0,83.0,0.0,0,16,3,1,0,Low
2022-01-06 17:00:00,Park Street,185,21.1,92.3,5.0,0,17,3,1,0,Medium
2022-01-06 18:00:00,Salt Lake,170,19.9,74.9,0.2,0,18,3,1,0,Low
2022-01-06 19:00:00,Park Street,160,21.3,80.9,0.2,0,19,3,1,0,Low
2022-01-06 20:00:00,New Town,153,24.1,85.6,5.0,0,20,3,1,0,Low
2022-01-06 21:00:00,Park Street,163,23.0,73.7,0.0,0,21,3,1,0,Low
2022-01-06 22:00:00,New Town,229,22.1,77.6,0.2,0,22,3,1,0,High
2022-01-06 23:00:00,New Town,200,20.0,75.7,0.0,0,23,3,1,0,Medium
2022-01-07 00:00:00,New Town,203,22.7,84.9,0.0,0,0,4,1,0,Medium
2022-01-07 01:00:00,Salt Lake,184,17.8,86.6,0.0,0,1,4,1,0,Medium
2022-01-07 02:00:00,Salt Lake,196,20.7,80.8,0.0,0,2,4,1,0,Medium
2022-01-07 03:00:00,Salt Lake,244,22.4,75.8,0.0,0,3,4,1,0,High
2022-01-07 04:00:00,Park Street,203,22.7,77.8,0.0,0,4,4,1,0,Medium
2022-01-07 05:00:00,New Town,227,22.5,76.8,0.0,0,5,4,1,0,High
2022-01-07 06:00:00,Salt Lake,238,21.8,75.1,0.0,0,6,4,1,0,High
2022-01-07 07:00:00,Salt Lake,238,20.8,79.5,0.0,0,7,4,1,0,High
2022-01-07 08:00:00,Park Street,227,22.3,82.9,0.0,0,8,4,1,0,High
2022-01-07 09:00:00,Salt Lake,230,19.3,82.5,0.0,0,9,4,1,0,High
2022-01-07 10:00:00,Park Street,226,19.5,80.0,0.0,0,10,4,1,0,High
2022-01-07 11:00:00,Howrah Bridge,215,21.3,80.3,0.0,0,11,4,1,0,Medium
2022-01-07 12:00:00,Salt Lake,167,21.5,79.6,0.0,0,12,4,1,0,Low
2022-01-07 13:00:00,Howrah Bridge,168,17.6,73.5,0.0,0,13,4,1,0,Low
2022-01-07 14:00:00,Park Street,186,22.1,80.8,0.2,0,14,4,1,0,Medium
2022-01-07 15:00:00,New Town,170,22.7,77.1,0.0,0,15,4,1,0,Low
2022-01-07 16:00:00,Salt Lake,116,21.0,73.3,0.0,0,16,4,1,0,Low
2022-01-07 17:00:00,Park Street,146,26.0,81.9,0.0,0,17,4,1,0,Low
2022-01-07 18:00:00,New Town,97,19.8,76.9,2.0,0,18,4,1,0,Low
2022-01-07 19:00:00,New Town,140,20.5,81.1,0.0,0,19,4,1,0,Low
2022-01-07 20:00:00,Howrah Bridge,182,20.4,84.2,0.0,0,20,4,1,0,Medium
2022-01-07 21:00:00,Park Street,133,21.0,75.2,0.5,0,21,4,1,0,Low
2022-01-07 22:00:00,New Town,145,20.5,80.5,0.0,0,22,4,1,0,Low
2022-01-07 23:00:00,Salt Lake,189,18.4,70.9,0.0,0,23,4,1,0,Medium
2022-01-08 00:00:00,Salt Lake,140,20.3,87.7,0.0,0,0,5,1,1,Low
2022-01-08 01:00:00,Howrah Bridge,171,21.2,73.2,10.0,0,1,5,1,1,Low
2022-01-08 02:00:00,New Town,208,23.8,77.4,0.5,0,2,5,1,1,Medium
2022-01-08 03:00:00,Park Street,193,25.8,86.7,0.0,0,3,5,1,1,Medium
2022-01-08 04:00:00,Salt Lake,209,24.0,78.8,0.0,0,4,5,1,1,Medium
2022-01-08 05:00:00,New Town,234,19.8,74.0,0.0,0,5,5,1,1,High
2022-01-08 06:00:00,New Town,229,20.0,83.6,0.0,0,6,5,1,1,High
2022-01-08 07:00:00,Howrah Bridge,224,21.1,83.5,0.0,0,7,5,1,1,High
2022-01-08 08:00:00,Salt Lake,207,24.9,76.8,0.0,0,8,5,1,1,Medium
2022-01-08 09:00:00,Salt Lake,214,21.0,77.4,0.0,0,9,5,1,1,Medium
2022-01-08 10:00:00,Park Street,193,18.7,77.8,0.5,0,10,5,1,1,Medium
2022-01-08 11:00:00,Salt Lake,193,20.4,79.0,0.0,0,11,5,1,1,Medium
2022-01-08 12:00:00,Park Street,161,22.9,70.5,0.0,0,12,5,1,1,Low
2022-01-08 13:00:00,Salt Lake,154,22.8,79.1,0.2,0,13,5,1,1,Low
2022-01-08 14:00:00,Howrah Bridge,126,21.0,88.9,0.0,0,14,5,1,1,Low
2022-01-08 15:00:00,Salt Lake,135,22.7,75.5,0.5,0,15,5,1,1,Low
2022-01-08 16:00:00,Park Street,111,16.8,77.1,0.0,0,16,5,1,1,Low
2022-01-08 17:00:00,Park Street,100,21.6,74.1,0.2,0,17,5,1,1,Low
2022-01-08 18:00:00,Howrah Bridge,126,23.1,83.1,2.0,0,18,5,1,1,Low
2022-01-08 19:00:00,Salt Lake,127,19.7,86.0,0.0,0,19,5,1,1,Low
2022-01-08 20:00:00,Salt Lake,143,19.7,85.9,0.0,0,20,5,1,1,Low
2022-01-08 21:00:00,Howrah Bridge,127,17.6,73.8,0.0,0,21,5,1,1,Low
2022-01-08 22:00:00,Salt Lake,154,24.6,82.5,0.0,0,22,5,1,1,Low
2022-01-08 23:00:00,Salt Lake,169,19.9,87.2,0.0,0,23,5,1,1,Low
2022-01-09 00:00:00,Park Street,185,22.0,82.5,0.0,0,0,6,1,1,Medium
2022-01-09 01:00:00,Salt Lake,173,22.8,82.4,0.2,0,1,6,1,1,Low
2022-01-09 02:00:00,Salt Lake,205,24.6,77.6,0.5,0,2,6,1,1,Medium
2022-01-09 03:00:00,Howrah Bridge,219,21.2,81.1,2.0,0,3,6,1,1,Medium
2022-01-09 04:00:00,Howrah Bridge,220,20.5,86.2,0.0,0,4,6,1,1,Medium
2022-01-09 05:00:00,New Town,183,21.9,81.6,0.0,0,5,6,1,1,Medium
2022-01-09 06:00:00,Park Street,230,24.1,73.8,0.5,0,6,6,1,1,High
2022-01-09 07:00:00,Salt Lake,269,21.2,77.7,0.0,0,7,6,1,1,High
2022-01-09 08:00:00,Salt Lake,213,19.6,86.0,0.0,0,8,6,1,1,Medium
2022-01-09 09:00:00,New Town,197,18.5,81.6,0.0,0,9,6,1,1,Medium
2022-01-09 10:00:00,Salt Lake,209,19.1,80.6,0.0,0,10,6,1,1,Medium
2022-01-09 11:00:00,Park Street,196,23.3,77.2,0.0,0,11,6,1,1,Medium
2022-01-09 12:00:00,New Town,200,20.9,85.9,0.0,0,12,6,1,1,Medium
2022-01-09 13:00:00,Park Street,138,20.3,88.3,0.0,0,13,6,1,1,Low
2022-01-09 14:00:00,New Town,166,20.1,86.3,0.0,0,14,6,1,1,Low
2022-01-09 15:00:00,New Town,153,21.7,87.2,0.5,0,15,6,1,1,Low
2022-01-09 16:00:00,Howrah Bridge,130,21.1,78.2,0.0,0,16,6,1,1,Low
2022-01-09 17:00:00,Park Street,135,21.0,77.5,0.0,0,17,6,1,1,Low
2022-01-09 18:00:00,Salt Lake,147,24.2,79.2,0.0,0,18,6,1,1,Low
2022-01-09 19:00:00,Salt Lake,146,24.6,80.2,0.0,0,19,6,1,1,Low
2022-01-09 20:00:00,Park Street,110,18.3,87.2,0.0,0,20,6,1,1,Low
2022-01-09 21:00:00,Salt Lake,158,22.2,85.8,0.0,0,21,6,1,1,Low
2022-01-09 22:00:00,Salt Lake,150,20.0,82.7,0.0,0,22,6,1,1,Low
2022-01-09 23:00:00,Park Street,165,21.0,72.8,0.0,0,23,6,1,1,Low
2022-01-10 00:00:00,New Town,201,22.3,71.6,0.0,0,0,0,1,0,Medium
2022-01-10 01:00:00,Park Street,210,21.3,81.2,0.2,0,1,0,1,0,Medium
2022-01-10 02:00:00,New Town,249,22.2,84.4,0.0,0,2,0,1,0,High
2022-01-10 03:00:00,Salt Lake,234,23.1,79.6,0.0,0,3,0,1,0,High
2022-01-10 04:00:00,Salt Lake,221,22.3,89.6,2.0,0,4,0,1,0,High
2022-01-10 05:00:00,Salt Lake,240,20.4,74.6,0.0,0,5,0,1,0,High
2022-01-10 06:00:00,Howrah Bridge,254,20.5,74.0,0.0,0,6,0,1,0,High
2022-01-10 07:00:00,New Town,273,18.8,76.7,0.0,0,7,0,1,0,High
2022-01-10 08:00:00,Howrah Bridge,255,20.0,76.5,0.0,0,8,0,1,0,High
2022-01-10 09:00:00,Howrah Bridge,218,25.6,82.6,0.0,0,9,0,1,0,Medium
2022-01-10 10:00:00,Park Street,275,20.1,77.9,0.0,0,10,0,1,0,High
2022-01-10 11:00:00,Howrah Bridge,218,19.3,72.3,0.0,0,11,0,1,0,Medium
2022-01-10 12:00:00,Park Street,226,22.4,84.5,2.0,0,12,0,1,0,High
2022-01-10 13:00:00,Park Street,184,21.5,71.2,0.0,0,13,0,1,0,Medium
2022-01-10 14:00:00,Howrah Bridge,186,21.3,74.6,0.0,0,14,0,1,0,Medium
2022-01-10 15:00:00,New Town,181,24.5,71.9,0.0,0,15,0,1,0,Medium
2022-01-10 16:00:00,New Town,181,22.8,81.0,0.0,0,16,0,1,0,Medium
2022-01-10 17:00:00,New Town,173,20.7,80.9,0.0,0,17,0,1,0,Low
2022-01-10 18:00:00,New Town,167,20.9,89.6,2.0,0,18,0,1,0,Low
2022-01-10 19:00:00,New Town,145,20.7,84.6,0.0,0,19,0,1,0,Low
2022-01-10 20:00:00,Howrah Bridge,145,23.5,87.2,10.0,0,20,0,1,0,Low
2022-01-10 21:00:00,Howrah Bridge,171,21.1,81.4,0.0,0,21,0,1,0,Low
2022-01-10 22:00:00,Salt Lake,194,18.1,75.1,0.0,0,22,0,1,0,Medium
2022-01-10 23:00:00,New Town,183,21.6,80.6,0.0,0,23,0,1,0,Medium
2022-01-11 00:00:00,Howrah Bridge,245,18.8,83.0,0.0,0,0,1,1,0,High
2022-01-11 01:00:00,Salt Lake,265,26.3,83.5,0.0,0,1,1,1,0,High
2022-01-11 02:00:00,New Town,230,20.0,77.6,0.0,0,2,1,1,0,High
2022-01-11 03:00:00,Park Street,242,21.6,82.4,0.0,0,3,1,1,0,High
2022-01-11 04:00:00,Salt Lake,264,22.4,75.3,0.0,0,4,1,1,0,High
2022-01-11 05:00:00,Howrah Bridge,278,21.3,74.8,0.2,0,5,1,1,0,High
2022-01-11 06:00:00,Park Street,263,21.3,74.4,0.0,0,6,1,1,0,High
2022-01-11 07:00:00,Park Street,299,22.7,80.1,0.0,0,7,1,1,0,High
2022-01-11 08:00:00,Park Street,275,24.9,74.1,0.0,0,8,1,1,0,High
2022-01-11 09:00:00,Salt Lake,260,23.4,77.9,0.0,0,9,1,1,0,High
2022-01-11 10:00:00,Howrah Bridge,220,24.8,84.5,0.2,0,10,1,1,0,Medium
2022-01-11 11:00:00,Park Street,210,19.8,74.9,0.0,0,11,1,1,0,Medium
2022-01-11 12:00:00,New Town,229,22.5,77.5,2.0,0,12,1,1,0,High
2022-01-11 13:00:00,Park Street,168,22.2,80.4,0.5,0,13,1,1,0,Low
2022-01-11 14:00:00,Park Street,219,22.6,81.2,0.0,0,14,1,1,0,Medium
2022-01-11 15:00:00,Salt Lake,185,24.6,77.5,0.0,0,15,1,1,0,Medium
2022-01-11 16:00:00,Salt Lake,245,21.4,83.9,0.2,0,16,1,1,0,High
2022-01-11 17:00:00,Howrah Bridge,221,21.1,83.0,0.5,0,17,1,1,0,High
2022-01-11 18:00:00,New Town,170,23.0,85.7,0.0,0,18,1,1,0,Low
2022-01-11 19:00:00,Salt Lake,173,18.3,79.6,2.0,0,19,1,1,0,Low
2022-01-11 20:00:00,Park Street,200,21.4,77.4,2.0,0,20,1,1,0,Medium
2022-01-11 21:00:00,Howrah Bridge,222,21.6,76.6,0.0,0,21,1,1,0,High
2022-01-11 22:00:00,Park Street,166,20.0,81.5,0.2,0,22,1,1,0,Low
2022-01-11 23:00:00,Park Street,175,24.0,78.1,0.0,0,23,1,1,0,Low
2022-01-12 00:00:00,Salt Lake,217,19.9,77.2,0.0,0,0,2,1,0,Medium
2022-01-12 01:00:00,Howrah Bridge,254,21.8,77.8,0.0,0,1,2,1,0,High
2022-01-12 02:00:00,New Town,264,22.6,76.6,0.0,0,2,2,1,0,High
2022-01-12 03:00:00,New Town,286,24.8,81.0,0.2,0,3,2,1,0,High
2022-01-12 04:00:00,Salt Lake,249,22.0,72.9,0.0,0,4,2,1,0,High
2022-01-12 05:00:00,Salt Lake,231,23.9,81.5,0.0,0,5,2,1,0,High
2022-01-12 06:00:00,Howrah Bridge,296,23.5,83.4,0.5,0,6,2,1,0,High
2022-01-12 07:00:00,New Town,261,22.3,77.1,0.0,0,7,2,1,0,High
2022-01-12 08:00:00,New Town,232,19.9,89.6,0.0,0,8,2,1,0,High
2022-01-12 09:00:00,New Town,268,19.2,80.1,0.0,0,9,2,1,0,High
2022-01-12 10:00:00,Park Street,270,22.3,72.2,0.0,0,10,2,1,0,High
2022-01-12 11:00:00,New Town,240,21.0,78.6,0.5,0,11,2,1,0,High
2022-01-12 12:00:00,Park Street,220,23.9,80.3,0.0,0,12,2,1,0,Medium
2022-01-12 13:00:00,Howrah Bridge,213,23.5,82.2,0.0,0,13,2,1,0,Medium
2022-01-12 14:00:00,Park Street,197,21.7,78.7,0.0,0,14,2,1,0,Medium
2022-01-12 15:00:00,Howrah Bridge,167,19.7,74.9,0.0,0,15,2,1,0,Low
2022-01-12 16:00:00,New Town,172,23.1,74.5,0.0,0,16,2,1,0,Low
2022-01-12 17:00:00,New Town,191,20.0,76.7,0.0,0,17,2,1,0,Medium
2022-01-12 18:00:00,Howrah Bridge,186,20.5,77.2,0.0,0,18,2,1,0,Medium
2022-01-12 19:00:00,Salt Lake,184,20.1,74.3,0.0,0,19,2,1,0,Medium
2022-01-12 20:00:00,Howrah Bridge,166,21.8,76.3,0.0,0,20,2,1,0,Low
2022-01-12 21:00:00,Salt Lake,190,24.4,83.3,0.0,0,21,2,1,0,Medium
2022-01-12 22:00:00,Park Street,161,22.0,88.2,0.0,0,22,2,1,0,Low
2022-01-12 23:00:00,Park Street,220,21.2,83.8,0.2,0,23,2,1,0,Medium
2022-01-13 00:00:00,Park Street,242,19.2,86.5,0.0,0,0,3,1,0,High
2022-01-13 01:00:00,New Town,196,23.3,84.9,0.0,0,1,3,1,0,Medium
2022-01-13 02:00:00,Park Street,226,20.7,84.2,0.5,0,2,3,1,0,High
2022-01-13 03:00:00,Salt Lake,255,22.5,78.3,2.0,0,3,3,1,0,High
2022-01-13 04:00:00,Park Street,281,21.5,80.7,0.0,0,4,3,1,0,High
2022-01-13 05:00:00,Howrah Bridge,252,23.9,77.9,0.0,0,5,3,1,0,High
2022-01-13 06:00:00,Howrah Bridge,249,21.9,78.9,0.0,0,6,3,1,0,High
2022-01-13 07:00:00,New Town,222,22.1,80.3,2.0,0,7,3,1,0,High
2022-01-13 08:00:00,Howrah Bridge,258,23.2,83.6,0.0,0,8,3,1,0,High
2022-01-13 09:00:00,Salt Lake,289,26.4,82.1,5.0,0,9,3,1,0,High
2022-01-13 10:00:00,Park Street,244,24.0,79.2,0.0,0,10,3,1,0,High
2022-01-13 11:00:00,New Town,226,22.0,80.3,0.0,0,11,3,1,0,High
